"Candidate","House/Senate","State","District","Party","Status","ElectionYear","Gender","GenderVar","PercentWomen"
"FRANZMAN, BLAKE","H","NV","2","DEM","OPEN","2012","male","0","26.190476190476193","democrat"
"FRITZLAN, LARRY","H","CA","2","DEM","OPEN","2012","male","0","20.0","democrat"
"FUEHR, BOB","H","UT","2","REP","OPEN","2012","male","0","5.333333333333334","republican"
"GABBARD, TULSI","H","HI","2","DEM","OPEN","2012","female","1","27.450980392156865","democrat"
"GAILLOT, JACQUES RENE JR","H","FL","3","DEM","OPEN","2012","male","0","10.0","democrat"
"GARCIA, DOMINGO ALBERTO","H","TX","33","DEM","OPEN","2012","male","0","8.666666666666668","democrat"
"GARZA, ADELA","H","TX","34","REP","OPEN","2012","female","1","12.666666666666668","republican"
"GAUTHIER, JON EDWARD","H","NC","9","REP","OPEN","2012","male","0","10.833333333333334","republican"
"GAY, JOHN RAYMOND","H","TX","14","REP","OPEN","2012","male","0","12.666666666666668","republican"
"GERDES, STEVEN J.","H","WA","1","REP","OPEN","2012","male","0","10.204081632653061","republican"
"GILL, NIA","H","NJ","10","DEM","OPEN","2012","female","1","18.75","democrat"
"GILLAN, KIM","H","MT","0","DEM","OPEN","2012","female","1","19.0","democrat"
"GILLUM, R. J.","H","NV","2","DEM","OPEN","2012","male","0","26.190476190476193","democrat"
"GIN, MIKE","H","CA","36","REP","OPEN","2012","male","0","7.5","republican"
"GIONIS, XANTHI","H","CA","51","REP","OPEN","2012","female","1","7.5","republican"
"GOETTLE, SHANE CHRISTOPHER","H","ND","0","REP","OPEN","2012","male","0","12.76595744680851","republican"
"GOLDBERG, ALBERT MAXWELL","H","CA","26","DEM","OPEN","2012","male","0","20.0","democrat"
"GONZALEZ, ROBERTO F","H","TX","14","REP","OPEN","2012","male","0","12.666666666666668","republican"
"GOODMAN, ROGER","H","WA","1","DEM","OPEN","2012","male","0","19.387755102040817","democrat"
"GOSS, CHAUNCEY PORTER MR. II","H","FL","19","REP","OPEN","2012","male","0","12.5","republican"
"GRANDE, BETTE B","H","ND","0","REP","OPEN","2012","female","1","12.76595744680851","republican"
"GRANTHAM, TRAVIS W.","H","AZ","9","REP","OPEN","2012","male","0","20.0","republican"
"GRAVES, WILLIAM R","H","NV","2","REP","OPEN","2012","male","0","2.380952380952381","republican"
"GRAY, CHUCK","H","AZ","6","REP","OPEN","2012","male","0","20.0","republican"
"GREENBERG, MARK DANIEL","H","CT","5","REP","OPEN","2012","male","0","9.933774834437086","republican"
"GREENFIELD, JIM","H","OR","1","REP","OPEN","2012","male","0","8.333333333333332","republican"
"GRIEGO, ERIC","H","NM","1","DEM","OPEN","2012","male","0","17.142857142857142","democrat"
"GRIFFIN, KY DOUGLAS","H","TX","36","REP","OPEN","2012","female","1","12.666666666666668","republican"
"GRISHAM, MICHELLE","H","NM","1","DEM","OPEN","2012","female","1","17.142857142857142","democrat"
"GRUNWALD, JOHN ","H","TX","27","REP","OPEN","2012","male","0","12.666666666666668","republican"
"GUERRA, JUAN ANGEL","H","TX","34","DEM","OPEN","2012","male","0","8.666666666666668","democrat"
"GULLESON, PAM","H","ND","0","DEM","OPEN","2012","female","1","3.1914893617021276","democrat"
"GUSS, CHARMAINE","H","NV","1","REP","OPEN","2012","female","1","2.380952380952381","republican"
"HAAS, WILLIAM C","H","MO","2","DEM","OPEN","2012","male","0","14.11042944785276","democrat"
"HACK, HELMUTH","H","AZ","8","REP","OPEN","2012","male","0","20.0","republican"
"HALL, DENNIS M","H","WI","2","DEM","OPEN","2012","male","0","16.161616161616163","democrat"
"HALL, TAMMARA A","H","FL","14","REP","OPEN","2012","female","1","12.5","republican"
"HALLIWELL, MIKE","H","CA","2","REP","OPEN","2012","male","0","7.5","republican"
"HAMMON, DOMINIC","H","OR","1","DEM","OPEN","2012","male","0","20.0","democrat"
"HANNEMANN, MULIUFI F 'MUFI'","H","HI","2","DEM","OPEN","2012","male","0","27.450980392156865","democrat"
"HARING, PAUL B.","H","TX","34","REP","OPEN","2012","male","0","12.666666666666668","republican"
"HARPER, GEORGE","H","TX","14","REP","OPEN","2012","male","0","12.666666666666668","republican"
"HARRIMAN, BRAD J","H","IL","12","DEM","OPEN","2012","male","0","23.728813559322035","democrat"
"HARRIS, ALICE SUSAN","H","NC","11","REP","OPEN","2012","female","1","10.833333333333334","republican"
"HARRIS, FELICIA","H","TX","14","REP","OPEN","2012","female","1","12.666666666666668","republican"
"HATTER, JOHN","H","IN","6","REP","OPEN","2012","male","0","10.0","republican"
"HAWES, PAUL","H","TX","14","REP","OPEN","2012","male","0","12.666666666666668","republican"
"HEALY-ABRAMS, JOYCE","H","OH","7","DEM","OPEN","2012","female","1","12.121212121212121","democrat"
"HEINZ, MATTHEW GERALD","H","AZ","2","DEM","OPEN","2012","male","0","11.666666666666666","democrat"
"HEITZMAN, SUSAN HALL","H","IN","6","DEM","OPEN","2012","female","1","11.0","democrat"
"HENDERSON, RYAN","H","NV","2","REP","OPEN","2012","male","0","2.380952380952381","republican"
"HEROUX, PAUL","H","MA","4","DEM","OPEN","2012","male","0","20.0","democrat"
"HERRIMAN, CARROLL WAYNE","H","OK","2","DEM","OPEN","2012","male","0","3.9603960396039604","democrat"
"HICKS, ERIN KATHLEEN","H","TX","33","DEM","OPEN","2012","female","1","8.666666666666668","democrat"
"HILL, KIRAN","H","NV","4","REP","OPEN","2012","male","0","2.380952380952381","republican"
"HILL, THOMAS","H","NC","11","DEM","OPEN","2012","male","0","19.166666666666668","democrat"
"HOBBS, STEVE","H","WA","1","DEM","OPEN","2012","male","0","19.387755102040817","democrat"
"HOLCOMB, BYRON J.","H","WA","1","DEM","OPEN","2012","male","0","19.387755102040817","democrat"
"HOLDING, GEORGE E. B. MR.","H","NC","13","REP","OPEN","2012","male","0","10.833333333333334","republican"
"HOLLAND, GEORGE THOMAS","H","IN","6","DEM","OPEN","2012","male","0","11.0","democrat"
"HOLLIDAY, BERNARD ANSELY","H","NC","13","DEM","OPEN","2012","male","0","19.166666666666668","democrat"
"HOOSER, GARY L","H","HI","2","DEM","OPEN","2012","male","0","27.450980392156865","democrat"
"HORSFORD, STEVEN ALEXZANDER","H","NV","4","DEM","OPEN","2012","male","0","26.190476190476193","democrat"
"HOWARD, DAWNETTA N","H","OH","7","DEM","OPEN","2012","female","1","12.121212121212121","democrat"
"HUDSON, GREG","H","NV","2","REP","OPEN","2012","male","0","2.380952380952381","republican"
"HUFFMAN, JARED","H","CA","2","DEM","OPEN","2012","male","0","20.0","democrat"
"HUGHES, ANDREW IFITS","H","WA","7","DEM","OPEN","2012","male","0","19.387755102040817","democrat"
"HUNT, JEFFREY PAUL","H","NC","11","REP","OPEN","2012","male","0","10.833333333333334","republican"
"HURST, Q. BYRUM JR","H","AR","4","DEM","OPEN","2012","male","0","11.0","democrat"
"IMUS, GREGG","H","CA","8","REP","OPEN","2012","male","0","7.5","republican"
"JEFFRESS, GENE","H","AR","4","DEM","OPEN","2012","male","0","11.0","democrat"
"JENNINGS, ALLAN W JR","H","NY","5","DEM","OPEN","2012","male","0","19.333333333333332","democrat"
"JETTE, MATTHEW T","H","AZ","6","DEM","OPEN","2012","male","0","11.666666666666666","democrat"
"JOHNSON, EZRA ALLEN","H","TX","20","DEM","OPEN","2012","male","0","8.666666666666668","democrat"
"JOHNSON, ROBERT TAYLOR","H","NC","13","REP","OPEN","2012","male","0","10.833333333333334","republican"
"JONES, ZACH","H","NV","2","DEM","OPEN","2012","male","0","26.190476190476193","democrat"
"JOTTE, RANDALL (RANDY) STEPHEN","H","MO","2","REP","OPEN","2012","male","0","11.042944785276074","republican"
"KALEMKARIAN, TIMOTHY CHARLES","H","CA","26","REP","OPEN","2012","male","0","7.5","republican"
"KALK, BRIAN","H","ND","0","REP","OPEN","2012","male","0","12.76595744680851","republican"
"KAVANAGH, CAROLYN ROSE","H","MI","11","REP","OPEN","2012","female","1","10.0","republican"
"KELEMEN, BRIAN C","H","NJ","10","REP","OPEN","2012","male","0","11.25","republican"
"KENNEDY, JOSEPH P III","H","MA","4","DEM","OPEN","2012","male","0","20.0","democrat"
"KIAAINA, ESTHER PUAKELA","H","HI","2","DEM","OPEN","2012","female","1","27.450980392156865","democrat"
"KICINSKI, MICHAEL J SR","H","NY","22","REP","OPEN","2012","male","0","4.666666666666667","republican"
"KILDEE, DANIEL T","H","MI","5","DEM","OPEN","2012","male","0","14.545454545454545","democrat"
"KILLIAN, RICHARD DANIEL","H","NC","9","REP","OPEN","2012","male","0","10.833333333333334","republican"
"KILMER, DEREK","H","WA","6","DEM","OPEN","2012","male","0","19.387755102040817","democrat"
"KING, STEVE","H","MI","11","REP","OPEN","2012","male","0","10.0","republican"
"KOHN, JAMES R 'JIM BOB'","H","NV","2","REP","OPEN","2012","male","0","2.380952380952381","republican"
"KONST, NOMIKI","H","AZ","2","DEM","OPEN","2012","female","1","11.666666666666666","democrat"
"KOPPELMAN, KIM A","H","ND","0","REP","OPEN","2012","female","1","12.76595744680851","republican"
"KORMOS, THERESA","H","IL","12","REP","OPEN","2012","female","1","9.322033898305085","republican"
"KOSTER, JOHN ","H","WA","1","REP","OPEN","2012","male","0","10.204081632653061","republican"
"KOWALL, MICHAEL W","H","MI","11","REP","OPEN","2012","male","0","10.0","republican"
"KREEGEL, PAIGE VANIER","H","FL","19","REP","OPEN","2012","female","1","12.5","republican"
"LAMB, DAN","H","NY","22","DEM","OPEN","2012","male","0","19.333333333333332","democrat"
"LAMPSON, NICHOLAS","H","TX","14","DEM","OPEN","2012","male","0","8.666666666666668","democrat"
"LAW, JAMES","H","CA","36","DEM","OPEN","2012","male","0","20.0","democrat"
"LAWSON, STACEY","H","CA","2","DEM","OPEN","2012","female","1","20.0","democrat"
"LEE, AL","H","TX","33","REP","OPEN","2012","male","0","12.666666666666668","republican"
"LEE, CHAD","H","WI","2","REP","OPEN","2012","male","0","7.07070707070707","republican"
"LEE, JOHN JAY","H","NV","4","DEM","OPEN","2012","male","0","26.190476190476193","democrat"
"LEEDS, ROBERT X","H","NV","4","REP","OPEN","2012","male","0","2.380952380952381","republican"
"LEONCZYK, KENNETH GEORGE JR","H","NC","9","REP","OPEN","2012","male","0","10.833333333333334","republican"
"LETTIN, ROBERT E.","H","OR","1","DEM","OPEN","2012","male","0","20.0","democrat"
"LEWIS, DAN","H","NM","1","REP","OPEN","2012","male","0","11.428571428571429","republican"
"LIGGETT, HOMBRE MICHAEL","H","OH","7","REP","OPEN","2012","male","0","11.11111111111111","republican"
"LIIAS, MARKO MR","H","WA","1","DEM","OPEN","2012","male","0","19.387755102040817","democrat"
"LONG, TONY ALLEN","H","IN","5","DEM","OPEN","2012","male","0","11.0","democrat"
"LOVE, MIA","H","UT","4","REP","OPEN","2012","female","1","5.333333333333334","republican"
"LYNCH, RICHARD","H","NC","9","REP","OPEN","2012","male","0","10.833333333333334","republican"
"MALONE, CHARLES","H","NC","13","DEM","OPEN","2012","male","0","19.166666666666668","democrat"
"MALONEY, ERIC","H","PA","19","REP","OPEN","2012","male","0","9.35960591133005","republican"
"MALONEY, SEAN PATRICK","H","NY","18","DEM","OPEN","2012","male","0","19.333333333333332","democrat"
"MANSIUS, MARK ANDERSON","H","TX","14","REP","OPEN","2012","male","0","12.666666666666668","republican"
"MARTHONE, JOSEPH R","H","NY","5","DEM","OPEN","2012","male","0","19.333333333333332","democrat"
"MARX, ROBERT (BOB)","H","HI","2","DEM","OPEN","2012","male","0","27.450980392156865","democrat"
"MAYE, JACQUES CLEMENT JR","H","NV","2","DEM","OPEN","2012","male","0","26.190476190476193","democrat"
"MCCRAY, JOSEPH SR","H","CA","6","REP","OPEN","2012","male","0","7.5","republican"
"MCGOFF, JOHN P","H","IN","5","REP","OPEN","2012","male","0","10.0","republican"
"MCINTOSH, DAVID MARTIN","H","IN","5","REP","OPEN","2012","male","0","10.0","republican"
"MEADOWS, MARK R","H","NC","11","REP","OPEN","2012","male","0","10.833333333333334","republican"
"MELKUS, VINCENT","H","MT","0","REP","OPEN","2012","male","0","9.0","republican"
"MESSER, ALLEN LUCAS","H","IN","6","REP","OPEN","2012","male","0","10.0","republican"
"MILLER, CHRISTOPHER MARTIN","H","IL","12","DEM","OPEN","2012","male","0","23.728813559322035","democrat"
"MILLER, DANIEL","H","NV","2","REP","OPEN","2012","male","0","2.380952380952381","republican"
"MITCHELL, MONTE MARK","H","TX","33","REP","OPEN","2012","male","0","12.666666666666668","republican"
"MOLINA, J. R.","H","TX","33","DEM","OPEN","2012","male","0","8.666666666666668","democrat"
"MONTANO, MARIA E","H","CA","36","REP","OPEN","2012","female","1","7.5","republican"
"MOORE, GARY","H","KY","4","REP","OPEN","2012","male","0","9.0","republican"
"MORRELL, KIM","H","TX","36","REP","OPEN","2012","male","0","12.666666666666668","republican"
"MORRIS, PATRICK J","H","MO","2","REP","OPEN","2012","male","0","11.042944785276074","republican"
"MORRISON, DANIEL COCHRAN","H","AR","4","DEM","OPEN","2012","male","0","11.0","democrat"
"MORRISON, RUTH","H","WA","1","DEM","OPEN","2012","female","1","19.387755102040817","democrat"
"MOUNT, MATTHEW","H","IN","5","REP","OPEN","2012","male","0","10.0","republican"
"MULLEN, BRENDAN B.","H","IN","2","DEM","OPEN","2012","male","0","11.0","democrat"
"MULLIN, MARKWAYNE","H","OK","2","REP","OPEN","2012","male","0","9.900990099009901","republican"
"MYERS, LOIS DICKSON","H","TX","36","REP","OPEN","2012","female","1","12.666666666666668","republican"
"NEVENIC, ANNA","H","CA","41","DEM","OPEN","2012","female","1","20.0","democrat"
"NEWBERRY, GEORGE","H","CA","36","REP","OPEN","2012","male","0","7.5","republican"
"NEWMAN, TERI","H","IL","12","REP","OPEN","2012","female","1","9.322033898305085","republican"
"NUCIFORO, ANDREA F JR","H","MA","1","DEM","OPEN","2012","female","1","20.0","democrat"
"OERTHER, BRIAN DOUGLAS","H","KY","4","REP","OPEN","2012","male","0","9.0","republican"
"OLD, JAMES ROWLAND JR","H","TX","14","REP","OPEN","2012","male","0","12.666666666666668","republican"
"OROSCO, TROY 'GUNNY'","H","NV","2","REP","OPEN","2012","male","0","2.380952380952381","republican"
"OWENS, BRIAN","H","FL","14","REP","OPEN","2012","male","0","12.5","republican"
"PARKS, WILLIAM RANDLE","H","CA","18","DEM","OPEN","2012","male","0","20.0","democrat"
"PASSALACQUA, TONY","H","AZ","8","REP","OPEN","2012","male","0","20.0","republican"
"PATTERSON, VANCE","H","NC","11","REP","OPEN","2012","male","0","10.833333333333334","republican"
"PEACOCK, EDWIN B III","H","NC","9","REP","OPEN","2012","male","0","10.833333333333334","republican"
"PEARNE, GEORGE","H","CA","41","REP","OPEN","2012","male","0","7.5","republican"
"PENDERGRAPH, JIM","H","NC","9","REP","OPEN","2012","male","0","10.833333333333334","republican"
"PETERS, HERBERT GLENN","H","NV","1","REP","OPEN","2012","male","0","2.380952380952381","republican"
"PETERSEN, MATT","H","CA","36","DEM","OPEN","2012","male","0","20.0","democrat"
"PETRELLA, CHRISTOPHER","H","NC","11","REP","OPEN","2012","male","0","10.833333333333334","republican"
"PETTIGREW, WAYNE","H","OK","2","REP","OPEN","2012","male","0","9.900990099009901","republican"
"PHILLIPS, GEORGE K","H","NY","22","REP","OPEN","2012","male","0","4.666666666666667","republican"
"PITTENGER, ROBERT M THE HONORABLE","H","NC","9","REP","OPEN","2012","male","0","10.833333333333334","republican"
"PLUMMER, JASON","H","IL","12","REP","OPEN","2012","male","0","9.322033898305085","republican"
"POCAN, MARK","H","WI","2","DEM","OPEN","2012","male","0","16.161616161616163","democrat"
"POLLOCK, DAVID","H","CA","24","DEM","OPEN","2012","male","0","20.0","democrat"
"PORTER, JACK N","H","MA","4","DEM","OPEN","2012","male","0","20.0","democrat"
"PORTLEY, BERNARD","H","CA","51","REP","OPEN","2012","male","0","7.5","republican"
"PRICE, NANCY","H","NV","2","DEM","OPEN","2012","female","1","26.190476190476193","democrat"
"RACZKOWSKI, ANDREW ROCKY","H","MI","11","REP","OPEN","2012","male","0","10.0","republican"
"RADEL, HENRY J. III","H","FL","19","REP","OPEN","2012","male","0","12.5","republican"
"RAMIREZ, DANIEL C.","H","CA","51","DEM","OPEN","2012","male","0","20.0","democrat"
"RANDALL, WILLIAM ALFRED MR. II","H","NC","13","REP","OPEN","2012","male","0","10.833333333333334","republican"
"RANKIN, BETH ANNE","H","AR","4","REP","OPEN","2012","female","1","11.0","republican"
"RANKIN, SAM","H","MT","0","DEM","OPEN","2012","male","0","19.0","democrat"
"RAUNIYAR, DARSHAN","H","WA","1","DEM","OPEN","2012","male","0","19.387755102040817","democrat"
"REILLY, CHRISTOPHER B","H","PA","4","REP","OPEN","2012","male","0","9.35960591133005","republican"
"RENEE, TIFFANY","H","CA","2","DEM","OPEN","2012","female","1","20.0","democrat"
"RESKE, SCOTT ERIC","H","IN","5","DEM","OPEN","2012","male","0","11.0","democrat"
"RICE, RONALD C","H","NJ","10","DEM","OPEN","2012","male","0","18.75","democrat"
"RICHMOND, MARCUS EDWARD","H","AR","4","REP","OPEN","2012","male","0","11.0","republican"
"RITTER, TODD LEE","H","OR","1","DEM","OPEN","2012","male","0","20.0","democrat"
"ROACH, JAMES LLOYD","H","FL","19","DEM","OPEN","2012","male","0","10.0","democrat"
"ROARK , ROBBY (ROB)","H","TX","35","REP","OPEN","2012","male","0","12.666666666666668","republican"
"ROBERTI, DANIEL FRANCIS","H","CT","5","DEM","OPEN","2012","male","0","21.192052980132452","democrat"
"ROBERTS, DANIEL ","H","CA","2","REP","OPEN","2012","male","0","7.5","republican"
"ROBERTS, JASON ERIC","H","TX","33","DEM","OPEN","2012","male","0","8.666666666666668","democrat"
"ROBERTS, JENNIFER","H","NC","9","DEM","OPEN","2012","female","1","19.166666666666668","democrat"
"ROBERTS, MARVIN KIRBY","H","TX","34","REP","OPEN","2012","male","0","12.666666666666668","republican"
"ROBERTS, WILLIAM F","H","MI","11","DEM","OPEN","2012","male","0","14.545454545454545","democrat"
"ROBINSON, DAVID KEITH","H","TX","12","DEM","OPEN","2012","male","0","8.666666666666668","democrat"
"ROBINSON, HERBERT WILLIAM","H","MA","4","DEM","OPEN","2012","male","0","20.0","democrat"
"RODRIGUES, MIGUEL MIKE","H","NV","1","REP","OPEN","2012","male","0","2.380952380952381","republican"
"ROGERS, HAYDEN","H","NC","11","DEM","OPEN","2012","male","0","19.166666666666668","democrat"
"ROMO, SYLVIA S","H","TX","35","DEM","OPEN","2012","female","1","8.666666666666668","democrat"
"RORABACK, ANDREW","H","CT","5","REP","OPEN","2012","male","0","9.933774834437086","republican"
"ROSA, DAVID L","H","TX","20","REP","OPEN","2012","male","0","12.666666666666668","republican"
"ROWE, DUSTIN PRICE","H","OK","2","REP","OPEN","2012","male","0","9.900990099009901","republican"
"ROYS, KELDA HELEN","H","WI","2","DEM","OPEN","2012","female","1","16.161616161616163","democrat"
"RUDERMAN, LAURA","H","WA","1","DEM","OPEN","2012","female","1","19.387755102040817","democrat"
"SALIN, WILLIAM BILL","H","IN","5","REP","OPEN","2012","male","0","10.0","republican"
"SALMON, MATT","H","AZ","5","REP","OPEN","2012","male","0","20.0","republican"
"SANDERS, KENNETH","H","TX","6","DEM","OPEN","2012","male","0","8.666666666666668","democrat"
"SAUERWEIN, ROBERT DALE","H","WA","6","REP","OPEN","2012","male","0","10.204081632653061","republican"
"SAWYER, JOHN W III","H","FL","14","REP","OPEN","2012","male","0","12.5","republican"
"SAWYER, VINCENT PETER","H","CA","41","REP","OPEN","2012","male","0","7.5","republican"
"SCHUMM, WALTER CHRISTIAN","H","KY","4","REP","OPEN","2012","male","0","9.0","republican"
"SCHWARTZ, DANIEL MARK","H","NV","4","REP","OPEN","2012","male","0","2.380952380952381","republican"
"SEYBOLD, WAYNE W","H","IN","5","REP","OPEN","2012","male","0","10.0","republican"
"SHAFFER, MICHAEL ALAN","H","NC","9","REP","OPEN","2012","male","0","10.833333333333334","republican"
"SHEARER, PATRICK","H","TX","35","DEM","OPEN","2012","male","0","8.666666666666668","democrat"
"SHEIN, BILL","H","MA","1","DEM","OPEN","2012","male","0","20.0","democrat"
"SHIRATORI, MILES","H","HI","2","DEM","OPEN","2012","male","0","27.450980392156865","democrat"
"SIEKMAN, LANE ARTHUR","H","IN","6","DEM","OPEN","2012","male","0","11.0","democrat"
"SILVERMAN, MATTHEW DOUGLAS","H","WI","2","DEM","OPEN","2012","male","0","16.161616161616163","democrat"
"SITTON, DAVE","H","AZ","8","REP","OPEN","2012","male","0","20.0","republican"
"SIZEMORE, JOE","H","IN","6","REP","OPEN","2012","male","0","10.0","republican"
"SLEZAK, JAMES","H","MI","5","REP","OPEN","2012","male","0","10.0","republican"
"SMITH, ALLEN K.","H","IN","6","REP","OPEN","2012","male","0","10.0","republican"
"SMITH, DIANE","H","MT","0","DEM","OPEN","2012","female","1","19.0","democrat"
"SMITH, GARY","H","NM","1","REP","OPEN","2012","male","0","11.428571428571429","republican"
"SMITH, WAYNE","H","NJ","10","DEM","OPEN","2012","male","0","18.75","democrat"
"SMITH-KEARNEY, VANESSA MCGEE","H","NC","13","DEM","OPEN","2012","female","1","19.166666666666668","democrat"
"SMITT, ERIK","H","CA","6","REP","OPEN","2012","male","0","7.5","republican"
"SOLOMON, NORMAN","H","CA","2","DEM","OPEN","2012","male","0","20.0","democrat"
"STEINBERG, MICHAEL DAVID","H","NC","9","REP","OPEN","2012","male","0","10.833333333333334","republican"
"STEINHOF, DAVID L DMD","H","MA","4","REP","OPEN","2012","male","0","3.75","republican"
"STRITE, DAN","H","OR","1","DEM","OPEN","2012","male","0","20.0","democrat"
"STRITTMATTER, MATT","H","IN","6","REP","OPEN","2012","male","0","10.0","republican"
"STROHMAIER, DAVID JON","H","MT","0","DEM","OPEN","2012","male","0","19.0","democrat"
"STUTZ, ROBERT","H","MT","0","DEM","OPEN","2012","male","0","19.0","democrat"
"SULLIVAN, BRIAN","H","WA","1","DEM","OPEN","2012","male","0","19.387755102040817","democrat"
"TAJ, SYED DR","H","MI","11","DEM","OPEN","2012","male","0","14.545454545454545","democrat"
"TAKACH, STEPHEN VINCENT","H","TX","36","REP","OPEN","2012","male","0","12.666666666666668","republican"
"TAKANO, MARK","H","CA","41","DEM","OPEN","2012","male","0","20.0","democrat"
"TATUM, KYEV P., SR.","H","TX","33","DEM","OPEN","2012","male","0","8.666666666666668","democrat"
"TAVAGLIONE, JOHN F","H","CA","41","REP","OPEN","2012","male","0","7.5","republican"
"TELANDER, PHILLIP D","H","NV","2","REP","OPEN","2012","male","0","2.380952380952381","republican"
"THOMPSON, DONALD DWAYNE","H","OK","2","REP","OPEN","2012","male","0","9.900990099009901","republican"
"TITUS, DINA","H","NV","1","DEM","OPEN","2012","female","1","26.190476190476193","democrat"
"TROIANI, ANTHONY P","H","TX","34","DEM","OPEN","2012","male","0","8.666666666666668","democrat"
"TRUJILLO, ANNA MARIE","H","FL","19","REP","OPEN","2012","female","1","12.5","republican"
"TRUNCALE, MICHAEL JOSEPH","H","TX","14","REP","OPEN","2012","male","0","12.666666666666668","republican"
"VARGAS, JUAN C.","H","CA","51","DEM","OPEN","2012","male","0","20.0","democrat"
"VEASEY, MARC ALLISON","H","TX","33","DEM","OPEN","2012","male","0","8.666666666666668","democrat"
"VOIGTS, BUSCH, JR","H","NV","2","REP","OPEN","2012","male","0","2.380952380952381","republican"
"WAGA, THEADORE III","H","PA","4","REP","OPEN","2012","male","0","9.35960591133005","republican"
"WAGNER, ANN L","H","MO","2","REP","OPEN","2012","female","1","11.042944785276074","republican"
"WALLACE, ROB","H","OK","2","DEM","OPEN","2012","male","0","3.9603960396039604","democrat"
"WALORSKI (SWIHART), JACKIE","H","IN","2","REP","OPEN","2012","female","1","10.0","republican"
"WARD, JASON","H","MT","0","DEM","OPEN","2012","male","0","19.0","democrat"
"WASSA, THOMAS STEVEN","H","MI","5","REP","OPEN","2012","male","0","10.0","republican"
"WATERWORTH, STEVE","H","IL","18","DEM","OPEN","2012","male","0","23.728813559322035","democrat"
"WATKINS, JAMES","H","WA","1","REP","OPEN","2012","male","0","10.204081632653061","republican"
"WEBB, MICHAEL WALTER","H","CA","36","REP","OPEN","2012","male","0","7.5","republican"
"WEBB-EDGINGTON, ALECIA DAWN","H","KY","4","REP","OPEN","2012","female","1","9.0","republican"
"WEBER, GEORGE D.","H","MO","2","DEM","OPEN","2012","male","0","14.11042944785276","democrat"
"WEBER, RANDY","H","TX","14","REP","OPEN","2012","male","0","12.666666666666668","republican"
"WEGNER, KENNETH","H","NV","4","REP","OPEN","2012","male","0","2.380952380952381","republican"
"WEISSER, MIKEL L","H","AZ","4","DEM","OPEN","2012","male","0","11.666666666666666","democrat"
"WEPRIN, DAVID I","H","NY","9","DEM","OPEN","2012","male","0","19.333333333333332","democrat"
"WEST, KENNETH D","H","NC","11","REP","OPEN","2012","male","0","10.833333333333334","republican"
"WHITFIELD, HAROLD L","H","MO","2","DEM","OPEN","2012","male","0","14.11042944785276","democrat"
"WHITTON, DANIEL KEITH","H","TX","36","REP","OPEN","2012","male","0","12.666666666666668","republican"
"WIEZER, KENNETH CHARLES BUD","H","IL","12","DEM","OPEN","2012","male","0","23.728813559322035","democrat"
"WILLIAMS, MICHAEL J","H","CT","5","DEM","OPEN","2012","male","0","21.192052980132452","democrat"
"WILMER, FRANKE","H","MT","0","DEM","OPEN","2012","female","1","19.0","democrat"
"WILSON-FOLEY, LISA A","H","CT","5","REP","OPEN","2012","female","1","9.933774834437086","republican"
"WINGFIELD, ETHAN","H","NC","11","REP","OPEN","2012","male","0","10.833333333333334","republican"
"WINOGRAD, MARCY","H","CA","36","DEM","OPEN","2012","female","1","20.0","democrat"
"WINSLEY, WAYNE ANTHONY","H","CT","3","REP","OPEN","2012","male","0","9.933774834437086","republican"
"WINTILL, TIMOTHY M","H","TX","36","REP","OPEN","2012","male","0","12.666666666666668","republican"
"WITT, BRADLEY K","H","OR","1","DEM","OPEN","2012","male","0","20.0","democrat"
"WOOD, DAKOTA LEE","H","OK","2","REP","OPEN","2012","female","1","9.900990099009901","republican"
"WORKS, MARSHALL","H","MO","2","DEM","OPEN","2012","male","0","14.11042944785276","democrat"
"WORZALA, DAVID JOHN","H","WI","2","DEM","OPEN","2012","male","0","16.161616161616163","democrat"
"WRIGHT, CATHY","H","NJ","10","DEM","OPEN","2012","female","1","18.75","democrat"
"WURTZ, TOM","H","KY","4","REP","OPEN","2012","male","0","9.0","republican"
"YALE, RANDY CHRISTOPHER","H","CT","5","DEM","OPEN","2012","male","0","21.192052980132452","democrat"
"YOGGERST, ARTHUR JOHN II","H","TX","35","REP","OPEN","2012","male","0","12.666666666666668","republican"
"YOUNG, JESSE L","H","WA","6","REP","OPEN","2012","male","0","10.204081632653061","republican"
"YOUNG, MARC STEVEN","H","TX","0","REP","OPEN","2012","male","0","12.666666666666668","republican"
"ZELLER, SID","H","NV","4","REP","OPEN","2012","male","0","2.380952380952381","republican"
"ABRAHAMS, KEVAN","H","NY","4","DEM","OPEN","2014","male","0","20.0","democrat"
"ADAMS, DANIELLE","H","NC","6","DEM","OPEN","2014","female","1","12.5","democrat"
"ADCOCK, CARSON DEE","H","PA","13","REP","OPEN","2014","male","0","10.344827586206897","republican"
"AGUILAR, PETE","H","CA","31","DEM","OPEN","2014","male","0","16.25","democrat"
"ALBERT-KAIGLER, LULA","H","AL","1","DEM","OPEN","2014","female","1","8.571428571428571","democrat"
"AMDUR, JOHN","H","TX","36","REP","OPEN","2014","male","0","10.0","republican"
"ANDERSON, IKAIKA","H","HI","1","DEM","OPEN","2014","female","1","25.49019607843137","democrat"
"ANDERSON, QUENTIN ANTHONY","H","LA","6","DEM","OPEN","2014","male","0","8.571428571428571","democrat"
